product_name,Vertical,product_url,City,Price (USD),product_description,product_number_of_review,product_Number_of_bookings,,,
【2019 台南夏日音樂節 將軍吼】台南後火車站－將軍漁港 直達接駁車(獨家附贈當日VIP搖滾區入場證),Attraction & Shows,https://www.kkday.com/zh-tw/product/25519,台南,6.44,2019 台南夏日音樂節 將軍吼 X KKday聯名推薦的【直達接駁車】限量販售中！如果你不想頂著炎炎烈日，從市區騎35公里，汗流浹背地濕濕黏黏參加音樂節！如果你不想聽著音樂搖擺時，還得考慮安全上路不酒駕，只能乾眼看旁人大口喝著啤酒！那麼搭乘音樂節專屬直達車，能吹著冷氣完妝到現場，又能平平安安回家，絕對是你最佳的選擇。 再偷偷告訴你，凡在KKday購買將軍吼音樂節接駁車票，就能獨家取得當日VIP區入場證！獨家販售只到7/10！,,,,,
【山姆叔叔有好料烘培體驗】2019兒童故事料理夏令營,Activities & Experiences,https://www.kkday.com/zh-tw/product/24913,台北,370.15,【山姆叔叔好有料】推出故事料理夏令營隊，山姆叔叔認為聽故事和做料理都是能啟發孩童五感的活動，同時還能培養孩子的專注力。這個夏天，山姆叔叔以「料理一個故事」為主軸，透過繪本故事引導，一天介紹一食材，帶孩子們一起將食材變成美味的烘焙料理。,,,,,
【品味台灣茶】十間茶屋台灣時尚茶文化體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/25440,台北,18.67,以優惠價格獲得十間茶屋專屬時尚茶禮。同時您可以品飲三款台灣茶，從0分到5分及10分火。從最受台灣人歡迎的金萱茶，到全世界知名的凍頂烏龍茶及呈現台灣專業焙火功力的黑烏龍茶。,-10,,,,
【阿里山輕鬆遊】嘉義阿里山雙向單程包車接送,Local Transfer,https://www.kkday.com/zh-tw/product/6107,嘉義,89.41,台灣有個阿里山，來台灣必去景點之一阿里山森林遊樂區。嘉義、阿里山雙向接送，不需轉乘公車耗時耗力浪費時間，也不需要提著大包小包的行李苦苦等車，KKday 嘉義阿里山包車單程接送給你最舒適美好的旅遊體驗！,-1,,,,
【KKday 獨家販售】台北 101 觀景台經典樂高積木展套票＋積木 DIY 課程,Activities & Experiences,https://www.kkday.com/zh-tw/product/25456,台北,38.62,KKday 獨家販售在台北 101 觀景台展出的經典樂高建築積木展，由小塊積木創造出各種建築，其中龍山寺、中正紀念堂、總統府、台北 101 等作品更是經典，還可現場參加 DIY 限量 101 樂高模型課程，在 89 樓觀景台邊看展覽邊欣賞台北城市美景，場次名額有限絕對不能錯過。,-1,,,,
【花蓮瑞穗春天國際觀光酒店】歐風城堡溫馨家庭房(一泊二食）,Activities & Experiences,https://www.kkday.com/zh-tw/product/22880,花蓮,531.08,瑞穗春天國際觀光酒店以「享溫泉 遊莊園」為飯店發展主軸，座落於花蓮瑞穗鄉佔地兩萬坪，為國內首座結合星級觀光飯店、格蘭別墅、親子別墅、溫泉黃金湯/金色水樂園，並與國際知名悅榕集團旗下Angsana Spa合作之複合式頂級度假村，整體設計以南歐莊園風格為主，得天獨厚的地理位置、風光明媚的山水以及豐富的人文及自然生態，將花蓮瑞穗美景盡收眼底。,,,,,
【烏來泡湯推薦】馥蘭朵雙人室內泡湯、午茶／套餐二客,Activities & Experiences,https://www.kkday.com/zh-tw/product/6615,台北,45,還記得木村拓哉在台灣觀光宣傳短片上品茗的場景嗎？此重要取景地就在烏來馥蘭朵度假酒店，如果你也想跟著木村拓哉一起遠離塵囂，邊泡著湯邊欣賞著山明水秀，最後再讓美食來撫慰疲憊的心靈，那就到烏來偷個閒吧！,-803,6.4K+ 個已訂購,,,
【澎湖機車租賃】騎車遊玩澎湖輕鬆又方便,Activities & Experiences,https://www.kkday.com/zh-tw/product/22163,澎湖,12.87,來澎湖騎機車最方便，開車深入澎湖探訪各個角落，行程不受大眾交通工具限制，輕鬆又便利，澎湖有著眾多的自然與人文景觀，古厝聚落歷史古蹟、豐富的自然景觀，並有許多特色美食，為夏季的旅遊度假勝地。,-20,,,,
【台中珍珠奶茶】春水堂珍珠奶茶 DIY 手搖體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/5769,台中,12.07,事先報名春水堂珍珠奶茶 DIY 手搖體驗，前進珍珠奶茶發源地——台中，體驗如何搖製一杯香濃順口的美味珍奶；學員將由發明珍珠奶茶的名店春水堂親自傳授秘訣，帶你慢慢調泡出屬於自己的泡沫紅茶與珍珠奶茶，既有趣又好喝，留下難忘的回憶！,-146,835 個已訂購,,,
台灣版太陽馬戲團-舞鈴劇場《VALO首部曲-阿米巴》巡迴演出,Attraction & Shows,https://www.kkday.com/zh-tw/product/25628,"高雄, 多個城市",35.55,繼經典作品《嬉遊舞鈴》《海洋慶典》與《奇幻旅程》之後，舞鈴在邁入三十週年的時刻，推出全新作品《VALO首部曲 阿米巴》，除了可以欣賞到舞鈴獨步全球的扯鈴演出型式外，更多不同精彩的演出元素，舞蹈 X 智能平衡車 X 3D浮空投影，藝術與科技融合一起巧妙呈現，虛實交錯的舞台幻境，將帶給觀眾一個充滿想像和驚奇的舞鈴世界。,,,,,
【乘船遊小金門秘境】船遊戰地史蹟烈嶼 7 島（九宮碼頭出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/22146,金門,32.19,烈嶼，又稱小金門，位於金門本島西南西方，居於金廈兩門之間，包括大膽島、二膽島、三膽島、四膽島、五膽島、復興嶼、猛虎嶼、獅嶼等小島，KKday 提供船遊烈嶼七島方案，搭乘遊艇方式，讓你一次看遍！,-1,,,,
【熱門景點包車一日遊】林口三井Outlet、天空之城、龍騰斷橋、高美濕地（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25225,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【苗栗南庄一日遊】向天湖、南庄老街、蘇維拉莊園,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/23123,苗栗,48.28,南庄老街除了豐富歷史背景、景色怡人之外還有許多好吃的美食以及非買不可的伴手禮。在悠閒的假日中，一同前往苗栗體驗苗栗客家文化，探索美麗景點。,,,,,
【台灣在地六四設計品牌】圓弧設計銀戒手作體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/22160,"台北, 多個城市",64.98,台灣在地銀飾設計品牌 ART64 六四設計。品牌於 2002 年創立， Art Sixty-Four 來自 Art Successful 諧音，以優雅的白、紫色與黑色為店內色調基底，期待能製造讓人久待的玩銀空間兼具賞心悅目的氛圍。 多年以來，從事設計開發自有品牌飾品、銀飾客製化訂製、金工技術教學，以及一日手作體驗等專業服務。 每一件店內的設計商品都堅持以手工製造，每一個銀飾創作都代表著創作者對藝術的感受、設計的獨特，用心詮釋出每一份帶有故事性的銀飾，相信能藉由銀飾帶給體驗者自信及發自內心的祝福。,-4,,,,
【台灣必買手信】佳德鳳梨酥伴手禮組 (台北市/新北市飯店配送),Souvenir,https://www.kkday.com/zh-tw/product/22248,"台北, 多個城市",6.08,遠近馳名的佳德鳳梨酥，使用進口奶油製造的糕點，外皮香酥美味，內餡散發清甜鳳梨味，是來台旅客難以忘懷的好滋味！現在不用現場排隊，就能輕鬆買到台灣必買伴手禮！,-41,178 個已訂購,,,
【新竹雪霸二日遊】雪霸休閒農場、雲霧步道、果醬DIY、野馬瞰山森林浴（一人成行）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/23935,新竹,122.31,參加KKday二日行程，專車接送前往雲霧繚繞的雪霸、走在群山中感受芬多精的洗禮，於休閒農場鳥鳴的環繞下享用午餐，不必舟車勞頓。炎炎夏日，不妨來趟涼爽的高山之旅，感受是另類的夏天氣息，在雲海漫步，在山嵐呼吸！,,,,,
【鶯歌手作陶藝 DIY 體驗】新旺集瓷博物館體驗製作瓷器,Activities & Experiences,https://www.kkday.com/zh-tw/product/18731,"台北, 多個城市",9.01,新旺集瓷歷經台灣百年陶瓷工業的興衰，搖身一變成為鶯歌地區唯一觀光工廠，你可以在此體驗手捏陶、手拉坏或彩繪古早碗，透過動手 DIY 體驗陶藝，感受傳統技藝文化的魅力，還能深入了解台灣瓷器重鎮的歷史，適合全家大小一同前來體驗！,-145,597 個已訂購,,,
【台東包車自由行】台東 8 小時包車一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/3297,台東,132.32,台東幅員廣大交通工具不便，如果只有一天的時間，想要去縱谷線鹿野高台、伯朗大道、天堂路等地，也想去海岸線的三仙台、小野柳的話，交通時間就會佔掉你寶貴的旅遊時間，如果你選擇台東8小時包車，景點任你選，一天滿足你所有想去的景點！,-46,222 個已訂購,,,
【飯店住宿推薦】台東知本泓泉溫泉渡假村-雙人房住宿券,Activities & Experiences,https://www.kkday.com/zh-tw/product/24920,台東,96.53,泓泉溫泉渡假村背倚翠綠的山巒，前有知本溪水潺潺流過，加上乾淨清爽的藍天白雲，構成一幅賞心悅目的美景。佇立於迴廊或觀景台，憑欄眺望遠山近水，山林景色盡收眼底，您不必到處奔波，在此隨意就能享受到大自然的美，因此，很多旅客特別懷念這處清靜裡的白壁紅磚溫泉客房，更懷念這片難得的青山綠水。,,,,,
【划著獨木舟出海】墾丁獨木舟外海浮潛體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/8617,墾丁,37.87,來到墾丁浮潛有新的玩法，不會游泳也沒關係，將由教練教學滑著獨木舟出海，到了海上進行浮潛，將帶領大家欣賞後壁湖的美麗的海底世界，此為無重力水上活動，保護墾丁美麗的海洋生態，將為體驗行程的旅客拍照，把珍貴的回憶帶回家。,-32,136 個已訂購,,,
【五星級飯店美食推薦】台北寒舍艾美 - 探索廚房自助式餐券（需自行電話訂位）,Activities & Experiences,https://www.kkday.com/zh-tw/product/23440,台北,28.94,台北寒舍艾美探索廚房餐券，五星級飯店頂級創新自助餐檯及單點兼具的用餐方式，豐富海鮮、精緻甜點吃到飽。透過 KKday 線上購買台北寒舍艾美探索廚房自助式餐券，以手機出示電子憑證即可以較現場更優惠的價格享用美味餐點。,-1,,,,
【台中手作花藝】夢幻造型乾燥不凋花手作課程體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/24847,台中,22.21,位於台中的花木植物所提供手作永生花（乾操花）課程體驗，曾榮獲台中十大伴手禮精品類首獎及文化部文化資產局頒發「106年度績優文創工作者」獎項，且設計師教學經驗豐富，有著日本池坊華道（日本花道流派）及AFA美國設計學院花藝師的背景，在課程中不藏私的教授花藝基本概念，快來一同體驗手作永生花花藝！,-1,,,,
【探訪宜蘭新景點】宜蘭一日包車遊（台北 / 宜蘭出發）,Local Transfer,https://www.kkday.com/zh-tw/product/2042,"台北, 多個城市",141,造訪宜蘭絕對不能錯過的經典景點，KKday 讓你輕鬆包車慢慢玩！還能跟著我們的司機一同探訪只有當地人知道的秘密景點！您還在等什麼呢？快來包車自由玩吧,-60,263 個已訂購,,,
【上帝的部落】新竹尖石鄉司馬庫斯二日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/22253,南投,167.37,司馬庫斯是在新竹尖石鄉原住民泰雅族部落，因為以往交通不便，彷彿與世隔絕，只有上帝垂憐，被稱為「上帝的部落」，又因是全台最後通電的一個部落，有「黑色部落」之稱，造就一個遺世獨立的部落和巨木生態的山川景緻和森林風貌，保有濃厚的泰雅民族文化特色。,-2,,,,
【高雄三山・福華飯店二日遊】鳳山衛武營・岡山博物館・旗山老街・美濃客家紙傘,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24292,高雄,86.87,為了讓您感受高雄城市，我們規劃了時下最夯的「三山之旅」，不論是鳳山衛武營，還是岡山的台灣滷味博物館，或是旗山老街，KKday讓您體驗最熱門的高雄，和我們一塊感受港都熱情吧！,,,,,
【台東太麻里半日遊】多良火車站、向陽木工坊、太麻里曙光公園（兩人成行）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24057,台東,38.62,參加KKday台東半日行程，有專車到您的飯店接送，在半天內就可以走訪三大台東景點：多良火車站、向陽木工坊、太麻里曙光公園。,-1,,,,
【台北溫泉推薦】北投大地酒店 － 獨立湯屋泡湯體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/18895,台北,83.69,前進北投大地酒店，享受隱密雙人獨立湯屋的悠閒時光，你將沐浴在清爽的檜木香之中，體驗北投白礦泉質的精華，酒店更貼心提供法國天然品牌 Omnisens Paris 的沐浴保養組、礦泉水和免費茶飲，浴後更有美味的下午茶餐點可以享用，並有捷運北投站、新北投站定點接駁專車服務，讓你便利而放鬆地度過舒適的泡湯時光。,-237,1.1K+ 個已訂購,,,
【日月潭優惠船票】日月潭遊湖船票一日券,Activities & Experiences,https://www.kkday.com/zh-tw/product/4018,"台中, 多個城市",3.22,線上購買日月潭遊湖船票，現場出示訂單編號即可取票、登船，無論從水社碼頭、玄光寺碼頭、伊達邵碼頭皆可上船，當天可無限次數上下船，透過沿途導覽深入瞭解日月潭，輕鬆遊覽山明水秀的自然美景。,-509,3.2K+ 個已訂購,,,
【東澳秘境大草原】宜蘭露境東岳 - 免收搭帳輕鬆露營,Activities & Experiences,https://www.kkday.com/zh-tw/product/25239,宜蘭,73.39,初次體驗露營，卻不知該如何下手買裝備和準備嗎？露境東岳提供最方便、輕鬆、舒適且省錢的方式達到初次露營的目的，省去了至設備出租商租借設備後還需自行搭設及還裝備的麻煩，只需準備炊具食材及私人貼身寢具即可。此外提供了多種帳型可供選擇，且不定期更新帳篷，讓新手可以親身體驗後更加確定自己適合的是甚麼樣類型的帳棚及設備！,,,,,
